title,company_name,location,via,thumbnail,extensions,description,job_id,posted_at,salary,schedule_type,date_time,search_term,search_location,work_from_home
Quantitative Trading  - 2025 University Graduate (US),Citadel,"Miami, FL",Citadel Securities,https://serpapi.com/searches/68513092acb3e4f86fa26b7e/images/e6ac63c0da6a96d2543e02b493a1ca5ab776f9fdae3ea17b20d1c371e79216b6.png,"['1 day ago', 'Full-time', 'Dental insurance', 'Health insurance']","At Citadel Securities, our traders make complex risk decisions and execute trades at scale, in real-time. As a markets and trading expert, you’ll use predictive analytics and advanced technology to monitor risk, respond to market signals and execute trading strategies across Options, ETFs, Equities, Fixed Income, Commodities and Currencies.

Your Objectives:
• Develop in-depth knowledge of a financial market
• Apply advanced statistical techniques to trading
• Constantly learn and adapt trading approaches
• Innovate by using one of the industry’s most powerful trading platforms

Your Skills & Talents:
• Bachelor's, master's or PhD in applied math, engineering, statistical modeling, calculus, computer science, physics or related disciplines required
• Ability to think about the world systematically and quantitatively, as well as the ability to deal with uncertainty in a rigorous and statistical approach
• Interest in applying technology and/or quantitative skills to solve complex trading problems
• Passion for the markets and a desire to seize investment opportunities
• Experience with programming, scripting, and/or statistical software strongly preferred

Opportunities available in Miami, New York.

In accordance with applicable law, the base salary range for this role is $225,000 to $300,000.
In addition, the employee who fills this role will be eligible to participate in a discretionary incentive compensation program,
as well as a wide array of benefit programs, such as medical and life insurance, retirement and tax-free savings plans,
and access to other healthcare programs.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgVHJhZGluZyAgLSAyMDI1IFVuaXZlcnNpdHkgR3JhZHVhdGUgKFVTKSIsImNvbXBhbnlfbmFtZSI6IkNpdGFkZWwiLCJhZGRyZXNzX2NpdHkiOiJNaWFtaSwgRkwiLCJodGlkb2NpZCI6IkN1TmZaWXd4RHJYS1EyYlpBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lWUm14dmNtbGtZU3hWYm1sMFpXUWdVM1JoZEdWeiIsImdsIjoidXMiLCJobCI6ImVuIn0=,1 day ago,,Full-time,2025-06-17 11:08:39.911078,Quantitative Trader,"Florida, United States",
Quantitative Trader - Futures,Point Three Group,"Miami, FL (+4 others)",Point Three Group,https://serpapi.com/searches/68513092acb3e4f86fa26b7e/images/e6ac63c0da6a96d24a857aeb562237301a09f143fda17415b6d5ef29a5a11d34.png,"['25 days ago', '125K–250K a year', 'Full-time', 'Health insurance', 'Dental insurance']","Quantitative Trader - Futures

About our Client and the Role

Our client is a global proprietary trading firm focused on futures market making. The firm is growing and looking to hire experienced quantitative traders with established HFT/market making strategies trading index, fixed income, or commodity futures.

Responsibilities
• Research, develop, trade, and manage high frequency or market making strategies in index, fixed income, or commodity futures;
• Use quantitative techniques to conduct research, back-testing, implementation, and manage strategy risk and exposure;
• Collaborate with teams across an organization, such as risk management, data groups, and leadership teams/executives;

Requirements
• A portable futures trading strategy, for which you must own the IP and a verifiable track record, with at least 2 years of live trading history;
• A Sharpe Ratio of 3.0+ and strong, consistent returns;
• Effective risk management capabilities;
• Ability to communicate clearly and distill information with leadership about trading performance;
• Bachelors, Masters, or PhD degree in a quantitative field such as computer science, mathematics, statistics, physics, or other similar technical disciplines;
• Experience with C++, C, Java, or other object oriented programming language;

In accordance with New York City’s Pay Transparency Law, the base salary range for this role is $125,000 to $250,000 and is specific to New York City. Base salary does not include other forms of compensation or benefits such as a discretionary bonus, health, dental, and other wellness plans and 401(k) contributions. Discretionary bonuses can be a significant portion of total compensation. Actual compensation for successful candidates will be carefully determined based on a number of factors, including their skills, qualifications and experience.

About Point Three Group

Point Three Group is helping redefine the future of computational finance. Our goal is to fuel research progress, foster innovation, and shape the financial landscape by connecting the brightest minds in research, trading, and engineering with leading investment firms. We bring unparalleled industry experience, honed through years of internal recruiting at some of the biggest and most successful companies in finance and tech. Our insider knowledge of the qualities and skills that make candidates exceptional gives us a deeper edge in understanding our clients’ needs and recruiting talent that exceeds expectations.

At Point Three, we don’t just find talent; we discover the future of finance.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgVHJhZGVyIC0gRnV0dXJlcyIsImNvbXBhbnlfbmFtZSI6IlBvaW50IFRocmVlIEdyb3VwIiwiYWRkcmVzc19jaXR5IjoiTWlhbWksIEZMIiwiaHRpZG9jaWQiOiJxUnlrS3pyQktZSm9FMG5kQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJVlJteHZjbWxrWVN4VmJtbDBaV1FnVTNSaGRHVnoiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,25 days ago,125K–250K a year,Full-time,2025-06-17 11:08:39.911078,Quantitative Trader,"Florida, United States",
Quantitative Trader,Arslan Capital Management LLC,"Fort Myers, FL",Vaia – Talents,,['Full-time'],"About Us

Arslan Capital Management (ACM) is an Austin, TX-based asset management firm specializing in fully automated, systematic trading systems powered by machine learning-based quantitative models. Since our establishment in 2018, we have built and maintained a robust track record through cutting-edge technology and rigorous research. At ACM, your contributions will directly shape the firm's continued success and drive innovation in the field of systematic trading.

Position Description

We are seeking an accomplished quantitative trader with extensive experience in developing and executing profitable trading strategies. The ideal candidate will excel in a dynamic, collaborative environment, demonstrate exceptional problem-solving abilities, and possess the technical skills needed to make immediate contributions. This role is an excellent opportunity for individuals with backgrounds in leading asset management firms or trading institutions who are eager to drive innovation and success. This role provides a platform for innovative thinkers to take ownership of their work and grow within a dynamic, high-performance team, contributing to ACM's continued success.

This position offers a competitive compensation package commensurate with experience and expertise. While the role operates under a hybrid work policy—requiring a minimum of three days per week in our Austin, TX office—fully remote options may be considered for exceptionally qualified candidates.

Your responsibilities will include:
• Research and implement profitable and robust trading strategies.
• Design and develop advanced frameworks or backtesting engines to enhance research and trading capabilities.
• Conduct innovative research to optimize strategy performance and execution.
• Monitor, support, and maintain production systems for our automated trading framework, troubleshoot issues, and execute trades when manual intervention is required.
• Build or enhance infrastructure to automate and streamline operational tasks.
• Mentor and lead junior researchers, analysts, and traders, fostering a culture of innovation and excellence.

Requirements
• At least 5 years of experience in institutional trading or with a top-tier trading organization.
• Master's Degree or PhD in in Computer Science, Mathematics, Engineering, Finance or other technical discipline, preferably from a prestigious institution is highly desirable.
• Strong programming expertise, with a preference for Python.
• Exceptional analytical skills and meticulous attention to detail.
• Demonstrated ability to independently research, develop, and implement trading strategies.
• Experience in managing or mentoring a team is a valuable advantage.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgVHJhZGVyIiwiY29tcGFueV9uYW1lIjoiQXJzbGFuIENhcGl0YWwgTWFuYWdlbWVudCBMTEMiLCJhZGRyZXNzX2NpdHkiOiJGb3J0IE15ZXJzLCBGTCIsImh0aWRvY2lkIjoiVWc2bU5wSVk0THo2eDRLQUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSVZSbXh2Y21sa1lTeFZibWwwWldRZ1UzUmhkR1Z6IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,,,Full-time,2025-06-17 11:08:39.911078,Quantitative Trader,"Florida, United States",
Quantitative Trader/ Portfolio Manager - Futures & FX,GTS,"Miami, FL",LinkedIn,https://serpapi.com/searches/68513092acb3e4f86fa26b7e/images/e6ac63c0da6a96d2c7a27686de66160b96285020bc3be6a225adeb32846bf9b0.jpeg,"['15 days ago', '125K–225K a year', 'Full-time', 'Health insurance']","Overview

Quantitative Trader / Portfolio Manager will be responsible in designing, developing and managing profitable systematic trading strategies in Futures and Foreign Exchange (FX) The candidate is expected to perform its own trading strategy design and research. As such, the role requires high level development in C++ and Python. We expect the candidate to collaborate with the team’s technology and trading experts for production implementation.

The strategist will have the opportunity to deploy its trading strategy with limited infrastructure build time by leveraging an existing successful technology and research platform. The strategies would be both in the high and mid frequency space (Sharpe 2+).

GTS is a collection of financial services companies spanning a wide array of asset classes and investment approaches, all powered by the combination of market expertise with innovative, proprietary technology. With roots as a quantitative trading firm continually building for the future, the GTS family of companies are able to leverage the latest in artificial intelligence systems and sophisticated pricing models to bring consistency, efficiency, and transparency to today’s financial markets. GTS’s electronic market maker GTS Securities accounts for 3-5% of daily cash equities volume in the U.S. and is a leading Designated Market Maker (DMM) at the New York Stock Exchange, responsible for nearly $13 trillion of market capitalization. For more information on GTS, please visit www.gtsx.com.

Responsibilities
• Successfully Trade in the futures and FX space, both in the high and mid frequency space (Sharpe 2+).

Qualifications
• A deployable profitable trading strategy in FX or futures markets
• Asset Classes: OTC FX including EM and NDFs, Precious Metals, Global Futures
• Minimum 2 years of experience as Systematic Trader with a verifiable 2+ year track record as a Portfolio Manager or Proprietary Trader
• Excellent Return on Capital (ROC)
• Programming skills in Python/C++
• Experience at a proprietary trading firm, hedge fund or bank
• B.S., M.S. or PhD in engineering, mathematics, physics, statistics, computer science

We're proud to employ some of the leading talent in the industry, and we work to ensure our employees enjoy a high quality-of-life.

In accordance with New York City's Pay Transparency Law, the base salary range for this role is $125,000 to $225,000. Base salary does not include other forms of compensation or benefits.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, or protected veteran status, and will not be discriminated against on the basis of disability.

What We Offer:

A selection of healthcare plans for you and your family, some 100% employer paid; with coverage starting on day one

In-office perks – Free lunch daily and access to a fully stocked pantry (when working in the office).

Casual dress code (when working in the office).

Unsolicited resumes:

We do not accept unsolicited headhunter and agency resumes and will not pay fees to any third-party agency or company that does not have a signed agreement with GTS",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgVHJhZGVyLyBQb3J0Zm9saW8gTWFuYWdlciAtIEZ1dHVyZXMgXHUwMDI2IEZYIiwiY29tcGFueV9uYW1lIjoiR1RTIiwiYWRkcmVzc19jaXR5IjoiTWlhbWksIEZMIiwiaHRpZG9jaWQiOiItSDIwdlhYVEQ4VWRBaS1VQUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJVlJteHZjbWxrWVN4VmJtbDBaV1FnVTNSaGRHVnoiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,15 days ago,125K–225K a year,Full-time,2025-06-17 11:08:39.911078,Quantitative Trader,"Florida, United States",
Quant Trader,Voloridge Investment Management,"Jupiter, FL",Ladders,https://serpapi.com/searches/68513092acb3e4f86fa26b7e/images/e6ac63c0da6a96d275047cb7440fdeeca3f3e241dda5a65d29bbbff806401b9c.png,"['121,217–202,029 a year', 'Full-time', 'Health insurance', 'Dental insurance']","We are looking for a motivated Quant Trader to join an entrepreneurial environment where collaboration, dedication, ethics, and tenacity are highly rewarded. We seek individuals who have a proven track record of delivering results and willingness to work outside the regular job function when needed. Our traders must remain calm yet highly focused and effective when under duress, such as when a time-sensitive process fails. In this role you will be collaborating proactively with various teams, including management, operations, technology and external brokers / counterparties. This individual will join our team to assist in all aspects of our daily trading operations, which include trading, market research, portfolio analysis, and a host of other activities essential to the ongoing operations. Hours are primarily Asian market hours.

Summary of Job Functions
• This shift is focused on Asia; hours are primarily Asia market hours
• Learn to perform and execute the daily trading operations end-to-end
• Develop a zero-tolerance attitude for trading and accounting errors, working tirelessly to reduce risks of errors and to quickly eradicate any that may arise
• Communicate frequently and effectively with all internal associates, including management, development, accounting, and other operations personnel
• Assist in strategy team initiatives and projects, including updates to internal apps and processes as well as the development of internal analysis and reporting tools
• Research trade and any other operational problems, taking appropriate corrective action including contacting vendors and internal associates
• Monitor systematic trading book and overnight processes
• Maintain currency in all policies and procedures
• Perform other duties and responsibilities as assigned
• Analyze current processes, and continually strive to improve them, including increased automation, usability, transparency, documentation, and QA

Minimum Requirements
• 4-year college degree (or higher) in Computer Science, Mathematics, Engineering or Statistics
• Advanced knowledge of Python with extensive analytics capabilities
• The ability to work daily, onsite in our Jupiter, FL office
• Experience with SQL Server and MS Excel
• High aptitude for data manipulation and analysis
• Desire to exhibit ownership and work autonomously while being part of a close-knit team

Preferred Skills and Previous Experience
• 3+ years of proven experience as a Trader, analyst or quantitative researcher, preferably within a quantitative hedge fund, HFT firm or proprietary trading firm In-depth knowledge of equity and futures markets, trading systems, and market data
• Familiarity with Python Libraries: Pandas, NumPy, Matplotlib
• Exposure to (or desire to learn) the FIX standard
• Experience with Tableau or Python dashboarding (Streamlit, Dash)
• Experience with RESTful APIs or microservice

Compensation and Benefits
• Highly competitive base salary
• Profit sharing bonus
• Health, dental, vision, life, disability insurance
• 401k

Licenses Required
• None initially required. Series 3 is required within 1 year of start date.

Additional Information

Voloridge Investment Management is an SEC registered investment advisor. A private investment company founded in 2009, our mission is to deliver superior risk-adjusted returns for qualified investors, using advanced proprietary modeling technology, conservative investment tactics and sophisticated risk management. Our market neutral equities strategy takes both long and short positions in the most actively traded equities and is designed to capture alpha while limiting exposure to directional markets risks. Our futures strategy takes both long and short positions in the most actively traded global futures and is also built to maximize alpha captured across all futures markets traded while capping exposure to any sector at a given time.

Voloridge Investment Management is an Equal Opportunity Employer. All qualified applicants are encouraged to apply and will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other legally protected characteristic or status.",eyJqb2JfdGl0bGUiOiJRdWFudCBUcmFkZXIiLCJjb21wYW55X25hbWUiOiJWb2xvcmlkZ2UgSW52ZXN0bWVudCBNYW5hZ2VtZW50IiwiYWRkcmVzc19jaXR5IjoiSnVwaXRlciwgRkwiLCJodGlkb2NpZCI6InNvY3c5bDNuWThicFNUOWVBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lWUm14dmNtbGtZU3hWYm1sMFpXUWdVM1JoZEdWeiIsImdsIjoidXMiLCJobCI6ImVuIn0=,,"121,217–202,029 a year",Full-time,2025-06-17 11:08:39.911078,Quantitative Trader,"Florida, United States",
Graduate Quant Trader,Da Vinci,"Miami, FL",ZipRecruiter,,"['Full-time', 'No degree mentioned', 'Paid time off', 'Health insurance', 'Dental insurance']","As a Graduate Quant Trader at Da Vinci, you'll work with a fun team of highly skilled researchers and engineers. Our Quant Traders are key to developing and utilizing algorithmic trading strategies that help us reach our goal of building one of the best proprietary trading firms in the world.

Da Vinci offers an exciting and dynamic work environment, where employees are given the freedom to come up with great ideas and the space to push these to completion. This is a once-in-a-lifetime opportunity to be part of a successful and fast-growing company.

Responsibilities:
• Generate profits through automated volatility trading
• Risk management of your portfolio
• Improve and refine our trading infrastructure and setup
• Continuously analyse and improve our existing strategies
• Evaluate new opportunities and devise new trading strategies to capitalize on them

Requirements:
• Technical background (Math, Physics, Engineering, Econometrics, Quant Finance or similar quantitative studies)
• Strong interest in trading (Experience in real or simulated trading is a plus)
• Ability to make decisions under pressure
• Understanding of risk and reward patterns
• Strong affinity with numbers
• Programming knowledge in any language (we use Python)
• Good communication skills
• Attention to detail
• Analytical approach to solving complex problems
• Competitive but cooperative attitude
• Proactive and an entrepreneurial mindset

Benefits:
• An opportunity to work beside the best in the field
• Base salary of USD 140k
• Excellent variable pay based on performance, with a fair bonus-structure awarding company profits to software engineers, traders and researchers alike
• Outstanding performance is also rewarded with shareholding in the company
• Relocation package when moving across states
• Training period in Amsterdam to get to know the team
• Comprehensive benefits package including medical, dental, and vision insurance
• 25 vacation days each year
• Meals during work hours
• Social events and after-work drinks

Currently we are not offering opportunities to write a thesis. This may change in the future. Please visit our website periodically and follow us on social media to stay up to date.",eyJqb2JfdGl0bGUiOiJHcmFkdWF0ZSBRdWFudCBUcmFkZXIiLCJjb21wYW55X25hbWUiOiJEYSBWaW5jaSIsImFkZHJlc3NfY2l0eSI6Ik1pYW1pLCBGTCIsImh0aWRvY2lkIjoibzQ1UmVtbWpNYnF3WmlDeEFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSVZSbXh2Y21sa1lTeFZibWwwWldRZ1UzUmhkR1Z6IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,,,Full-time,2025-06-17 11:08:39.911078,Quantitative Trader,"Florida, United States",
Quantitative Trader – Equity | Miami,Selby Jennings,"Hialeah, FL",Vaia – Talents,,"['9 days ago', 'Full-time']","A newly launched portfolio management team at a leading multi-manager hedge fund is seeking its first Quantitative hire in Miami. This is a unique opportunity to work directly with the PM from day one on alpha signal discovery, strategy development, portfolio design, and trading execution, with long-term potential to evolve into a Sub-PM role.

What You'll Do:
• Partner closely with the Portfolio Manager to research and develop systematic strategies in the U.S. cash equity space, with an emphasis on low-frequency signals.
• Build robust research pipelines and tooling for alpha testing, signal validation, and portfolio construction.
• Source and evaluate novel data sets to uncover alpha opportunities tied to index rebalancing and event-driven behavior.
• Contribute to the full lifecycle of strategy deployment, from research to real-time implementation and monitoring.

What We're Looking For:
• 1+ years of experience in quantitative research, ideally focused on equity markets or index rebal strategies.
• Advanced proficiency in Python and familiarity with statistical modeling, financial time-series, and handling large datasets.
• Academic background in a quantitative discipline (Mathematics, CS, Physics, Engineering, etc.).
• A collaborative mindset with the drive to build from the ground up, and a long-term interest in growing into a portfolio management role.

Why Apply:
• Direct mentorship from the PM and a front-row seat to the full investment process.
• Clear path to ownership and leadership in strategy development.
• Strong platform support from one of the industry's top multi-manager funds.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgVHJhZGVyIOKAkyBFcXVpdHkgfCBNaWFtaSIsImNvbXBhbnlfbmFtZSI6IlNlbGJ5IEplbm5pbmdzIiwiYWRkcmVzc19jaXR5IjoiSGlhbGVhaCwgRkwiLCJodGlkb2NpZCI6ImYyRWhsd1hkMkdBOUtJOTBBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lWUm14dmNtbGtZU3hWYm1sMFpXUWdVM1JoZEdWeiIsImdsIjoidXMiLCJobCI6ImVuIn0=,9 days ago,,Full-time,2025-06-17 11:08:39.911078,Quantitative Trader,"Florida, United States",
Quantitative Trader - Equity | Miami,Selby Jennings,"Miami, FL",LinkedIn,https://serpapi.com/searches/68513092acb3e4f86fa26b7e/images/e6ac63c0da6a96d29744541f768e80ec410f9b989c49ac6b179e8a9141978ac5.jpeg,"['7 days ago', '250K–500K a year', 'Full-time']","A newly launched portfolio management team at a leading multi-manager hedge fund is seeking its first Quantitative hire in Miami. This is a unique opportunity to work directly with the PM from day one on alpha signal discovery, strategy development, portfolio design, and trading execution, with long-term potential to evolve into a Sub-PM role.

What You'll Do:
• Partner closely with the Portfolio Manager to research and develop systematic strategies in the U.S. cash equity space, with an emphasis on low-frequency signals.
• Build robust research pipelines and tooling for alpha testing, signal validation, and portfolio construction.
• Source and evaluate novel data sets to uncover alpha opportunities tied to index rebalancing and event-driven behavior.
• Contribute to the full lifecycle of strategy deployment, from research to real-time implementation and monitoring.

What We're Looking For:
• 1+ years of experience in quantitative research, ideally focused on equity markets or index rebal strategies.
• Advanced proficiency in Python and familiarity with statistical modeling, financial time-series, and handling large datasets.
• Academic background in a quantitative discipline (Mathematics, CS, Physics, Engineering, etc.).
• A collaborative mindset with the drive to build from the ground up, and a long-term interest in growing into a portfolio management role.

Why Apply:
• Direct mentorship from the PM and a front-row seat to the full investment process.
• Clear path to ownership and leadership in strategy development.
• Strong platform support from one of the industry's top multi-manager funds.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgVHJhZGVyIC0gRXF1aXR5IHwgTWlhbWkiLCJjb21wYW55X25hbWUiOiJTZWxieSBKZW5uaW5ncyIsImFkZHJlc3NfY2l0eSI6Ik1pYW1pLCBGTCIsImh0aWRvY2lkIjoiZ1FZSVFBaXo4QThsdWdrSUFBQUFBQT09IiwidXVsZSI6IncrQ0FJUUlDSVZSbXh2Y21sa1lTeFZibWwwWldRZ1UzUmhkR1Z6IiwiZ2wiOiJ1cyIsImhsIjoiZW4ifQ==,7 days ago,250K–500K a year,Full-time,2025-06-17 11:08:39.911078,Quantitative Trader,"Florida, United States",
Quantitative Trader / Researcher - US,Tower Research Capital,Florida,The Org,https://serpapi.com/searches/68513092acb3e4f86fa26b7e/images/e6ac63c0da6a96d2d33515bd03493c8494a6dbc1f76b84bbe3840931fbfb7b0d.jpeg,"['Full-time', 'Paid time off', 'Health insurance']","Tower Research Capital, a high-frequency proprietary trading firm founded in 1998, seeks talented and experienced Quantitative Traders and Researchers.

As a member of one of Tower’s trading teams, a Quantitative Trader / Researcher will be using Tower’s in-house trading system—one of the fastest and most comprehensive in the world—to develop and deploy algorithmic trading strategies based on patterns in market behavior.

Responsibilities
• Designing, implementing and deploying trading algorithms
• Researching high to mid frequency alphas
• Exploring trading ideas by analyzing market data, market microstructure and alternate data for patterns
• Creating tools to analyze data for patterns and developing data platforms
• Contributing to libraries of analytical computations to support market data analysis and trading
• Developing, augmenting and calibrating exchange simulators

Qualifications
• A Bachelors, Masters or PhD degree in Mathematics, Statistics, Computer Science or equivalent STEM degree
• Experience in quantitative trading is preferred but not a requirement
• A strong background in mathematics and statistics
• Proficiency in back-testing, simulation, and statistical techniques (auto-regression, auto-correlation and Principal Component Analysis)
• Solid data-mining and analysis skills, including experience dealing with a large amount of data/tick data
• Familiarity with signal generation and statistical models
• Strong programming skills in Python or C++

Anticipated New York annual base salary range $120,000-200,000, plus eligible for discretionary bonus

Benefits

Tower is headquartered in New York City, and has offices around the globe. While we work hard, Tower’s cubicle-free workplace, jeans-clad workforce, and well-stocked kitchens reflect the premium the firm places on quality of life. Benefits include:
• 5 weeks of paid vacation plus paid holidays
• Free breakfast, lunch, and snacks on a daily basis
• Reimbursement for health and wellness expenses
• Free events and workshops
• Donation matching program

Tower Research Capital is an equal opportunity employer.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgVHJhZGVyIC8gUmVzZWFyY2hlciAtIFVTIiwiY29tcGFueV9uYW1lIjoiVG93ZXIgUmVzZWFyY2ggQ2FwaXRhbCIsImFkZHJlc3NfY2l0eSI6IkZsb3JpZGEiLCJodGlkb2NpZCI6IndOajQ0VmdXbmw5ZGk2TEFBQUFBQUE9PSIsInV1bGUiOiJ3K0NBSVFJQ0lWUm14dmNtbGtZU3hWYm1sMFpXUWdVM1JoZEdWeiIsImdsIjoidXMiLCJobCI6ImVuIn0=,,,Full-time,2025-06-17 11:08:39.911078,Quantitative Trader,"Florida, United States",
Quantitative Trader / Researcher - US,Tower Research Capital,"Charleston, SC",Experteer,https://serpapi.com/searches/68513092acb3e4f86fa26b7e/images/e6ac63c0da6a96d28e4d1156834304a8b899b48abcd16b47383be162313f0937.png,"['118,110–137,794 a year', 'Full-time', 'Paid time off']","Tower Research Capital is a leading quantitative trading firm founded in 1998. Tower has built its business on a high-performance platform and independent trading teams. We have a 25+ year track record of innovation and a reputation for discovering unique market opportunities.

Tower is home to some of the world’s best systematic trading and engineering talent. We empower portfolio managers to build their teams and strategies independently while providing the economies of scale that come from a large, global organization.

Engineers thrive at Tower while developing electronic trading infrastructure at a world class level. Our engineers solve challenging problems in the realms of low-latency programming, FPGA technology, hardware acceleration and machine learning. Our ongoing investment in top engineering talent and technology ensures our platform remains unmatched in terms of functionality, scalability and performance.

At Tower, every employee plays a role in our success. Our Business Support teams are essential to building and maintaining the platform that powers everything we do — combining market access, data, compute, and research infrastructure with risk management, compliance, and a full suite of business services. Our Business Support teams enable our trading and engineering teams to perform at their best.

At Tower, employees will find a stimulating, results-oriented environment where highly intelligent and motivated colleagues inspire each other to reach their greatest potential.

As a member of one of Tower’s trading teams, a Quantitative Trader / Researcher will be using Tower’s in-house trading system—one of the fastest and most comprehensive in the world—to develop and deploy algorithmic trading strategies based on patterns in market behavior.

Responsibilities
• Designing, implementing and deploying trading algorithms
• Researching high to mid frequency alphas
• Exploring trading ideas by analyzing market data, market microstructure and alternate data for patterns
• Creating tools to analyze data for patterns and developing data platforms
• Contributing to libraries of analytical computations to support market data analysis and trading
• Developing, augmenting and calibrating exchange simulators

Qualifications
• A Bachelors, Masters or PhD degree in Mathematics, Statistics, Computer Science or equivalent STEM degree
• Experience in quantitative trading is preferred but not a requirement
• A strong background in mathematics and statistics
• Proficiency in back-testing, simulation, and statistical techniques (auto-regression, auto-correlation and Principal Component Analysis)
• Solid data-mining and analysis skills, including experience dealing with a large amount of data/tick data
• Familiarity with signal generation and statistical models
• Strong programming skills in Python or C++

Anticipated New York and Chicago annual base salary range $120,000- $200,000, plus eligible for bonus(es).

Benefits

Tower’s headquarters are in the historic Equitable Building, right in the heart of NYC’s Financial District and our impact is global, with over a dozen offices around the world.

At Tower, we believe work should be both challenging and enjoyable. That is why we foster a culture where smart, driven people thrive – without the egos. Our open concept workplace, casual dress code, and well-stocked kitchens reflect the value we place on a friendly, collaborative environment where everyone is respected, and great ideas win.

Our benefits include:
• Generous paid time off policies
• Savings plans and other financial wellness tools available in each region
• Hybrid working opportunities
• Free breakfast, lunch, and snacks daily
• In-office wellness experiences and reimbursement for select wellness expenses (e.g., gym, personal training and more)
• Company-sponsored sports teams and fitness events (JPM Corporate Challenge, Cycle for Survival, Wall Street Rides FAR and more)
• Volunteer opportunities and charitable giving
• Social events, happy hours, treats, and celebrations throughout the year
• Workshops and continuous learning opportunities

At Tower, you’ll find a collaborative and welcoming culture, a diverse team and a workplace that values both performance and enjoyment. No unnecessary hierarchy. No ego. Just great people doing great work – together.

Tower Research Capital is an equal opportunity employer.",eyJqb2JfdGl0bGUiOiJRdWFudGl0YXRpdmUgVHJhZGVyIC8gUmVzZWFyY2hlciAtIFVTIiwiY29tcGFueV9uYW1lIjoiVG93ZXIgUmVzZWFyY2ggQ2FwaXRhbCIsImFkZHJlc3NfY2l0eSI6IkNoYXJsZXN0b24sIFNDIiwiaHRpZG9jaWQiOiJLU3c4NUF4YlEzTUZRcUU1QUFBQUFBPT0iLCJ1dWxlIjoidytDQUlRSUNJVlJteHZjbWxrWVN4VmJtbDBaV1FnVTNSaGRHVnoiLCJnbCI6InVzIiwiaGwiOiJlbiJ9,,"118,110–137,794 a year",Full-time,2025-06-17 11:08:39.911078,Quantitative Trader,"Florida, United States",
